Mod:Item:MetaData, Localized Name
enderio:block_not_unholy_dark_fused_quartz:11, 黑暗石英玻璃
enderio:block_not_unholy_dark_fused_quartz:12, 黑暗石英玻璃
enderio:block_not_unholy_dark_fused_quartz:13, 黑暗石英玻璃
enderio:block_not_unholy_dark_fused_quartz:14, 黑暗石英玻璃
enderio:block_not_unholy_dark_fused_quartz:15, 黑暗石英玻璃
enderio:block_not_unholy_dark_fused_glass:0, 黑暗纯净玻璃
enderio:block_not_unholy_dark_fused_glass:1, 黑暗纯净玻璃
enderio:block_not_unholy_dark_fused_glass:2, 黑暗纯净玻璃
enderio:block_not_unholy_dark_fused_glass:3, 黑暗纯净玻璃
enderio:block_not_unholy_dark_fused_glass:4, 黑暗纯净玻璃
enderio:block_not_unholy_dark_fused_glass:5, 黑暗纯净玻璃
enderio:block_not_unholy_dark_fused_glass:6, 黑暗纯净玻璃
enderio:block_not_unholy_dark_fused_glass:7, 黑暗纯净玻璃
enderio:block_not_unholy_dark_fused_glass:8, 黑暗纯净玻璃
enderio:block_not_unholy_dark_fused_glass:9, 黑暗纯净玻璃
enderio:block_not_unholy_dark_fused_glass:10, 黑暗纯净玻璃
enderio:block_not_unholy_dark_fused_glass:11, 黑暗纯净玻璃
enderio:block_not_unholy_dark_fused_glass:12, 黑暗纯净玻璃
enderio:block_not_unholy_dark_fused_glass:13, 黑暗纯净玻璃
enderio:block_not_unholy_dark_fused_glass:14, 黑暗纯净玻璃
enderio:block_not_unholy_dark_fused_glass:15, 黑暗纯净玻璃
enderio:block_not_pasture_fused_quartz:0, 石英玻璃
enderio:block_not_pasture_fused_quartz:1, 石英玻璃
enderio:block_not_pasture_fused_quartz:2, 石英玻璃
enderio:block_not_pasture_fused_quartz:3, 石英玻璃
enderio:block_not_pasture_fused_quartz:4, 石英玻璃
enderio:block_not_pasture_fused_quartz:5, 石英玻璃
enderio:block_not_pasture_fused_quartz:6, 石英玻璃
enderio:block_not_pasture_fused_quartz:7, 石英玻璃
enderio:block_not_pasture_fused_quartz:8, 石英玻璃
enderio:block_not_pasture_fused_quartz:9, 石英玻璃
enderio:block_not_pasture_fused_quartz:10, 石英玻璃
enderio:block_not_pasture_fused_quartz:11, 石英玻璃
enderio:block_not_pasture_fused_quartz:12, 石英玻璃
enderio:block_not_pasture_fused_quartz:13, 石英玻璃
enderio:block_not_pasture_fused_quartz:14, 石英玻璃
enderio:block_not_pasture_fused_quartz:15, 石英玻璃
enderio:block_not_pasture_fused_glass:0, 纯净玻璃
enderio:block_not_pasture_fused_glass:1, 纯净玻璃
enderio:block_not_pasture_fused_glass:2, 纯净玻璃
enderio:block_not_pasture_fused_glass:3, 纯净玻璃
enderio:block_not_pasture_fused_glass:4, 纯净玻璃
enderio:block_not_pasture_fused_glass:5, 纯净玻璃
enderio:block_not_pasture_fused_glass:6, 纯净玻璃
enderio:block_not_pasture_fused_glass:7, 纯净玻璃
enderio:block_not_pasture_fused_glass:8, 纯净玻璃
enderio:block_not_pasture_fused_glass:9, 纯净玻璃
enderio:block_not_pasture_fused_glass:10, 纯净玻璃
enderio:block_not_pasture_fused_glass:11, 纯净玻璃
enderio:block_not_pasture_fused_glass:12, 纯净玻璃
enderio:block_not_pasture_fused_glass:13, 纯净玻璃
enderio:block_not_pasture_fused_glass:14, 纯净玻璃
enderio:block_not_pasture_fused_glass:15, 纯净玻璃
enderio:block_not_pasture_enlightened_fused_quartz:0, 荧光石英玻璃
enderio:block_not_pasture_enlightened_fused_quartz:1, 荧光石英玻璃
enderio:block_not_pasture_enlightened_fused_quartz:2, 荧光石英玻璃
enderio:block_not_pasture_enlightened_fused_quartz:3, 荧光石英玻璃
enderio:block_not_pasture_enlightened_fused_quartz:4, 荧光石英玻璃
enderio:block_not_pasture_enlightened_fused_quartz:5, 荧光石英玻璃
enderio:block_not_pasture_enlightened_fused_quartz:6, 荧光石英玻璃
enderio:block_not_pasture_enlightened_fused_quartz:7, 荧光石英玻璃
enderio:block_not_pasture_enlightened_fused_quartz:8, 荧光石英玻璃
enderio:block_not_pasture_enlightened_fused_quartz:9, 荧光石英玻璃
enderio:block_not_pasture_enlightened_fused_quartz:10, 荧光石英玻璃
enderio:block_not_pasture_enlightened_fused_quartz:11, 荧光石英玻璃
enderio:block_not_pasture_enlightened_fused_quartz:12, 荧光石英玻璃
enderio:block_not_pasture_enlightened_fused_quartz:13, 荧光石英玻璃
enderio:block_not_pasture_enlightened_fused_quartz:14, 荧光石英玻璃
enderio:block_not_pasture_enlightened_fused_quartz:15, 荧光石英玻璃
enderio:block_not_pasture_enlightened_fused_glass:0, 荧光纯净玻璃
enderio:block_not_pasture_enlightened_fused_glass:1, 荧光纯净玻璃
enderio:block_not_pasture_enlightened_fused_glass:2, 荧光纯净玻璃
enderio:block_not_pasture_enlightened_fused_glass:3, 荧光纯净玻璃
enderio:block_not_pasture_enlightened_fused_glass:4, 荧光纯净玻璃
enderio:block_not_pasture_enlightened_fused_glass:5, 荧光纯净玻璃
enderio:block_not_pasture_enlightened_fused_glass:6, 荧光纯净玻璃
enderio:block_not_pasture_enlightened_fused_glass:7, 荧光纯净玻璃
enderio:block_not_pasture_enlightened_fused_glass:8, 荧光纯净玻璃
enderio:block_not_pasture_enlightened_fused_glass:9, 荧光纯净玻璃
enderio:block_not_pasture_enlightened_fused_glass:10, 荧光纯净玻璃
enderio:block_not_pasture_enlightened_fused_glass:11, 荧光纯净玻璃
enderio:block_not_pasture_enlightened_fused_glass:12, 荧光纯净玻璃
enderio:block_not_pasture_enlightened_fused_glass:13, 荧光纯净玻璃
enderio:block_not_pasture_enlightened_fused_glass:14, 荧光纯净玻璃
enderio:block_not_pasture_enlightened_fused_glass:15, 荧光纯净玻璃
enderio:block_not_pasture_dark_fused_quartz:0, 黑暗石英玻璃
enderio:block_not_pasture_dark_fused_quartz:1, 黑暗石英玻璃
enderio:block_not_pasture_dark_fused_quartz:2, 黑暗石英玻璃
enderio:block_not_pasture_dark_fused_quartz:3, 黑暗石英玻璃
enderio:block_not_pasture_dark_fused_quartz:4, 黑暗石英玻璃
enderio:block_not_pasture_dark_fused_quartz:5, 黑暗石英玻璃
enderio:block_not_pasture_dark_fused_quartz:6, 黑暗石英玻璃
enderio:block_not_pasture_dark_fused_quartz:7, 黑暗石英玻璃
enderio:block_not_pasture_dark_fused_quartz:8, 黑暗石英玻璃
enderio:block_not_pasture_dark_fused_quartz:9, 黑暗石英玻璃
enderio:block_not_pasture_dark_fused_quartz:10, 黑暗石英玻璃
enderio:block_not_pasture_dark_fused_quartz:11, 黑暗石英玻璃
enderio:block_not_pasture_dark_fused_quartz:12, 黑暗石英玻璃
enderio:block_not_pasture_dark_fused_quartz:13, 黑暗石英玻璃
enderio:block_not_pasture_dark_fused_quartz:14, 黑暗石英玻璃
enderio:block_not_pasture_dark_fused_quartz:15, 黑暗石英玻璃
enderio:block_not_pasture_dark_fused_glass:0, 黑暗纯净玻璃
enderio:block_not_pasture_dark_fused_glass:1, 黑暗纯净玻璃
enderio:block_not_pasture_dark_fused_glass:2, 黑暗纯净玻璃
enderio:block_not_pasture_dark_fused_glass:3, 黑暗纯净玻璃
enderio:block_not_pasture_dark_fused_glass:4, 黑暗纯净玻璃
enderio:block_not_pasture_dark_fused_glass:5, 黑暗纯净玻璃
enderio:block_not_pasture_dark_fused_glass:6, 黑暗纯净玻璃
enderio:block_not_pasture_dark_fused_glass:7, 黑暗纯净玻璃
enderio:block_not_pasture_dark_fused_glass:8, 黑暗纯净玻璃
enderio:block_not_pasture_dark_fused_glass:9, 黑暗纯净玻璃
enderio:block_not_pasture_dark_fused_glass:10, 黑暗纯净玻璃
enderio:block_not_pasture_dark_fused_glass:11, 黑暗纯净玻璃
enderio:block_not_pasture_dark_fused_glass:12, 黑暗纯净玻璃
enderio:block_not_pasture_dark_fused_glass:13, 黑暗纯净玻璃
enderio:block_not_pasture_dark_fused_glass:14, 黑暗纯净玻璃
enderio:block_not_pasture_dark_fused_glass:15, 黑暗纯净玻璃
enderio:item_soul_vial, 灵魂瓶
enderio:block_detector_block:0, 方块检测器
enderio:block_detector_block_silent:0, 方块检测器（无声）
enderio:item_dark_steel_helmet, 玄钢头盔
enderio:item_dark_steel_chestplate, 玄钢胸甲
enderio:item_dark_steel_leggings, 玄钢护腿
enderio:item_dark_steel_boots, 玄钢靴子
enderio:item_dark_steel_shield, 玄钢盾牌
enderio:item_dark_steel_sword, 终结之剑
enderio:item_dark_steel_pickaxe, 玄钢镐
enderio:item_dark_steel_axe, 玄钢斧
enderio:item_dark_steel_bow, 玄钢弓
enderio:item_dark_steel_shears, 玄钢剪
enderio:item_dark_steel_treetap, 玄钢木龙头
enderio:item_dark_steel_crook, 玄钢钩
enderio:item_dark_steel_hand, 玄钢反铲
enderio:item_inventory_charger_simple, 简易物品栏充能器
enderio:item_inventory_charger_basic, 基础物品栏充能器
enderio:item_inventory_charger, 物品栏充能器
enderio:item_inventory_charger_vibrant, 脉冲物品栏充能器
enderio:item_end_steel_sword, 终结之剑 Ⅱ 型
enderio:item_end_steel_pickaxe, 末影钢镐
enderio:item_end_steel_axe, 末影钢斧
enderio:item_end_steel_bow, 末影钢弓
enderio:item_end_steel_helmet, 末影钢头盔
enderio:item_end_steel_chestplate, 末影钢胸甲
enderio:item_end_steel_leggings, 末影钢护腿
enderio:item_end_steel_boots, 末影钢靴子
enderio:item_end_steel_shield, 末影钢盾
enderio:item_staff_of_levity:0, 飘浮权杖
enderio:item_staff_of_levity:0, 飘浮权杖
enderio:item_dark_steel_upgrade:0, 空白玄钢升级
enderio:item_dark_steel_upgrade:1, 玄钢升级（微型玄钢砧）
enderio:item_dark_steel_upgrade:1, 玄钢升级（微型玄钢砧）
enderio:item_dark_steel_upgrade:1, 玄钢升级（迷你玄钢砧）
enderio:item_dark_steel_upgrade:1, 玄钢升级（迷你玄钢砧）
enderio:item_dark_steel_upgrade:1, 玄钢升级（口袋玄钢砧）
enderio:item_dark_steel_upgrade:1, 玄钢升级（口袋玄钢砧）
enderio:item_dark_steel_upgrade:1, 玄钢升级（地毯）
enderio:item_dark_steel_upgrade:1, 玄钢升级（地毯）
enderio:item_dark_steel_upgrade:1, 玄钢升级（深度）
enderio:item_dark_steel_upgrade:1, 玄钢升级（深度）
enderio:item_dark_steel_upgrade:1, 玄钢升级（存入）
enderio:item_dark_steel_upgrade:1, 玄钢升级（存入）
enderio:item_dark_steel_upgrade:1, 玄钢升级（鞘翅）
enderio:item_dark_steel_upgrade:1, 玄钢升级（鞘翅）
enderio:item_dark_steel_upgrade:1, 玄钢升级（注能 I）
enderio:item_dark_steel_upgrade:1, 玄钢升级（注能 I）
enderio:item_dark_steel_upgrade:1, 玄钢升级（注能 II）
enderio:item_dark_steel_upgrade:1, 玄钢升级（注能 II）
enderio:item_dark_steel_upgrade:1, 玄钢升级（注能 III）
enderio:item_dark_steel_upgrade:1, 玄钢升级（注能 III）
enderio:item_dark_steel_upgrade:1, 玄钢升级（注能 IV）
enderio:item_dark_steel_upgrade:1, 玄钢升级（注能 IV）
enderio:item_dark_steel_upgrade:1, 玄钢升级（注能 V）
enderio:item_dark_steel_upgrade:1, 玄钢升级（注能 V）
enderio:item_dark_steel_upgrade:1, 玄钢升级（滑翔）
enderio:item_dark_steel_upgrade:1, 玄钢升级（滑翔）
enderio:item_dark_steel_upgrade:1, 玄钢升级（揭示）
enderio:item_dark_steel_upgrade:1, 玄钢升级（揭示）
enderio:item_dark_steel_upgrade:1, 玄钢升级（叉子）
enderio:item_dark_steel_upgrade:1, 玄钢升级（叉子）
enderio:item_dark_steel_upgrade:1, 玄钢升级（物品栏 I）
enderio:item_dark_steel_upgrade:1, 玄钢升级（物品栏 I）
enderio:item_dark_steel_upgrade:1, 玄钢升级（物品栏 II）
enderio:item_dark_steel_upgrade:1, 玄钢升级（物品栏 II）
enderio:item_dark_steel_upgrade:1, 玄钢升级（物品栏 III）
enderio:item_dark_steel_upgrade:1, 玄钢升级（物品栏 III）
enderio:item_dark_steel_upgrade:1, 玄钢升级（跳跃 I）
enderio:item_dark_steel_upgrade:1, 玄钢升级（跳跃 I）
enderio:item_dark_steel_upgrade:1, 玄钢升级（跳跃 II）
enderio:item_dark_steel_upgrade:1, 玄钢升级（跳跃 II）
enderio:item_dark_steel_upgrade:1, 玄钢升级（跳跃 III）
enderio:item_dark_steel_upgrade:1, 玄钢升级（跳跃 III）
enderio:item_dark_steel_upgrade:1, 玄钢升级（夜视）
enderio:item_dark_steel_upgrade:1, 玄钢升级（夜视）
enderio:item_dark_steel_upgrade:1, 玄钢升级（填充）
enderio:item_dark_steel_upgrade:1, 玄钢升级（填充）
enderio:item_dark_steel_upgrade:1, 玄钢升级（简易太阳能）
enderio:item_dark_steel_upgrade:1, 玄钢升级（简易太阳能）
enderio:item_dark_steel_upgrade:1, 玄钢升级（太阳能 I）
enderio:item_dark_steel_upgrade:1, 玄钢升级（太阳能 I）
enderio:item_dark_steel_upgrade:1, 玄钢升级（太阳能 II）
enderio:item_dark_steel_upgrade:1, 玄钢升级（太阳能 II）
enderio:item_dark_steel_upgrade:1, 玄钢升级（太阳能 III）
enderio:item_dark_steel_upgrade:1, 玄钢升级（太阳能 III）
enderio:item_dark_steel_upgrade:1, 玄钢升级（声波定位）
enderio:item_dark_steel_upgrade:1, 玄钢升级（声波定位）
enderio:item_dark_steel_upgrade:1, 玄钢升级（速度 I）
enderio:item_dark_steel_upgrade:1, 玄钢升级（速度 I）
enderio:item_dark_steel_upgrade:1, 玄钢升级（速度 II）
enderio:item_dark_steel_upgrade:1, 玄钢升级（速度 II）
enderio:item_dark_steel_upgrade:1, 玄钢升级（速度 III）
enderio:item_dark_steel_upgrade:1, 玄钢升级（速度 III）
enderio:item_dark_steel_upgrade:1, 玄钢升级（勺子）
enderio:item_dark_steel_upgrade:1, 玄钢升级（勺子）
enderio:item_dark_steel_upgrade:1, 玄钢升级（步行辅助）
enderio:item_dark_steel_upgrade:1, 玄钢升级（步行辅助）
enderio:item_dark_steel_upgrade:1, 玄钢升级（脚蹼）
enderio:item_dark_steel_upgrade:1, 玄钢升级（脚蹼）
enderio:item_dark_steel_upgrade:1, 玄钢升级（神秘使法袍）
enderio:item_dark_steel_upgrade:1, 玄钢升级（神秘使法袍）
enderio:item_dark_steel_upgrade:1, 玄钢升级（神秘使之靴）
enderio:item_dark_steel_upgrade:1, 玄钢升级（神秘使之靴）
enderio:item_dark_steel_upgrade:1, 玄钢升级（神秘使护腿）
enderio:item_dark_steel_upgrade:1, 玄钢升级（神秘使护腿）
enderio:item_dark_steel_upgrade:1, 玄钢升级（爆炸 I）
enderio:item_dark_steel_upgrade:1, 玄钢升级（爆炸 I）
enderio:item_dark_steel_upgrade:1, 玄钢升级（爆炸 II）
enderio:item_dark_steel_upgrade:1, 玄钢升级（爆炸 II）
enderio:item_dark_steel_upgrade:1, 玄钢升级（爆炸 III）
enderio:item_dark_steel_upgrade:1, 玄钢升级（爆炸 III）
enderio:item_dark_steel_upgrade:1, 玄钢升级（爆炸 IV）
enderio:item_dark_steel_upgrade:1, 玄钢升级（爆炸 IV）
enderio:item_dark_steel_upgrade:1, 玄钢升级（爆炸 V）
enderio:item_dark_steel_upgrade:1, 玄钢升级（爆炸 V）
enderio:item_dark_steel_upgrade:1, 玄钢升级（旅行）
enderio:item_dark_steel_upgrade:1, 玄钢升级（旅行）
enderio:block_death_pouch, 死亡之瓮
enderio:item_owl_egg, 猫头鹰蛋
enderio:block_alloy_endergy:0, 粗钢块
enderio:block_alloy_endergy:1, 晶化合金块
enderio:block_alloy_endergy:2, 旋律合金块
enderio:block_alloy_endergy:3, 恒星合金块
enderio:block_alloy_endergy:4, 晶化粉红粘液块
enderio:block_alloy_endergy:5, 充能银块
enderio:block_alloy_endergy:6, 生动合金块
enderio:item_alloy_endergy_ingot:0, 粗钢锭
enderio:item_alloy_endergy_ingot:1, 晶化合金锭
enderio:item_alloy_endergy_ingot:2, 旋律合金锭
enderio:item_alloy_endergy_ingot:3, 恒星合金锭
enderio:item_alloy_endergy_ingot:4, 晶化粉红史莱姆锭
enderio:item_alloy_endergy_ingot:5, 充能银锭
enderio:item_alloy_endergy_ingot:6, 生动合金锭
enderio:item_alloy_endergy_nugget:0, 粗钢粒
enderio:item_alloy_endergy_nugget:1, 晶化合金粒
enderio:item_alloy_endergy_nugget:2, 旋律合金粒
enderio:item_alloy_endergy_nugget:3, 恒星合金粒
enderio:item_alloy_endergy_nugget:4, 晶化粉红史莱姆粒
enderio:item_alloy_endergy_nugget:5, 充能银粒
enderio:item_alloy_endergy_nugget:6, 生动合金粒
enderio:item_alloy_endergy_ball:0, 粗钢磨珠
enderio:item_alloy_endergy_ball:1, 晶化合金磨珠
enderio:item_alloy_endergy_ball:2, 旋律合金磨珠
enderio:item_alloy_endergy_ball:3, 恒星合金磨珠
enderio:item_alloy_endergy_ball:4, 晶化粉红史莱姆磨珠
enderio:item_alloy_endergy_ball:5, 充能银磨珠
enderio:item_alloy_endergy_ball:6, 生动合金磨珠
enderio:item_item_conduit:0, 物品导管
enderio:item_liquid_conduit:0, 流体导管
enderio:item_liquid_conduit:1, 高压流体导管
enderio:item_liquid_conduit:2, 末影流体导管
enderio:item_power_conduit:0, 能量导管
enderio:item_power_conduit:1, 强化能量导管
enderio:item_power_conduit:2, 末影能量导管
enderio:item_redstone_conduit:0, 红石导管
enderio:item_extract_speed_upgrade:0, 导管提取速率升级
enderio:item_extract_speed_downgrade:0, 导管提取速率降级
enderio:item_me_conduit:0, ME导管
enderio:item_me_conduit:1, ME致密导管
enderio:block_inventory_panel, 存储面板
enderio:block_inventory_panel_sensor, 物品感应器
enderio:block_inventory_chest_tiny, 微型存储系统仓库
enderio:block_inventory_chest_small, 小型存储系统仓库
enderio:block_inventory_chest_medium, 中型存储系统仓库
enderio:block_inventory_chest_big, 大型存储系统仓库
enderio:block_inventory_chest_large, 巨型存储系统仓库
enderio:block_inventory_chest_huge, 超级存储系统仓库
enderio:block_inventory_chest_enormous, 终极存储系统仓库
enderio:block_inventory_chest_warehouse, 存储系统仓库货栈
enderio:block_inventory_chest_warehouse13, 物品系统存储器扩展货栈
enderio:item_inventory_remote:0, 远程存储面板
enderio:item_inventory_remote:0, 远程存储面板
enderio:item_inventory_remote:1, 高级远程存储面板
enderio:item_inventory_remote:1, 高级远程存储面板
enderio:item_inventory_remote:2, 末影远程存储面板
enderio:item_inventory_remote:2, 末影远程存储面板
enderio:item_data_conduit:0, 数据导管
enderio:block_simple_furnace, 简易电炉
enderio:block_simple_alloy_smelter, 简易合金炉
enderio:block_alloy_smelter, 合金炉
enderio:block_enhanced_alloy_smelter, 强化合金炉
enderio:block_buffer:0, 物品缓存器
enderio:block_buffer:1, 能量缓存器
enderio:block_buffer:2, 多功能缓存器
enderio:block_buffer:3, 创造模式缓存器
enderio:block_enchanter, 附魔器
enderio:block_farm_station, 种植站
enderio:block_combustion_generator, 燃烧发电机
enderio:block_enhanced_combustion_generator, 强化燃烧发电机
enderio:block_simple_stirling_generator, 简易斯特林发电机
enderio:block_stirling_generator, 斯特林发电机
enderio:block_zombie_generator, 僵尸发电机
enderio:block_franken_zombie_generator, 人造僵尸发电机
enderio:block_ender_generator, 末影人发电机
enderio:block_lava_generator, 熔岩热交换器
enderio:block_killer_joe, 杀手乔
enderio:block_electric_light:0, 电灯
enderio:block_electric_light:1, 电灯（反相）
enderio:block_electric_light:2, 灯
enderio:block_electric_light:3, 灯（反相）
enderio:block_electric_light:4, 无线灯
enderio:block_electric_light:5, 无线灯（反相）
enderio:block_attractor_obelisk, 诱引方尖碑
enderio:block_aversion_obelisk, 排除方尖碑
enderio:block_inhibitor_obelisk, 传送抑制方尖碑
enderio:block_relocator_obelisk, 重定向方尖碑
enderio:block_weather_obelisk, 天气方尖碑
enderio:block_experience_obelisk, 经验方尖碑
enderio:block_painter, 喷涂机
enderio:block_reservoir, 蓄水库
enderio:block_omni_reservoir, 万用蓄水库
enderio:block_simple_sag_mill, 简易 SAG 磨粉机
enderio:block_sag_mill, SAG 磨粉机
enderio:block_enhanced_sag_mill, 强化 SAG 磨粉机
enderio:block_slice_and_splice, 头颅装配机
enderio:block_solar_panel:0, 简易光伏电池
enderio:block_solar_panel:1, 光伏电池
enderio:block_solar_panel:2, 强化光伏电池
enderio:block_solar_panel:3, 脉冲光伏电池
enderio:block_solar_panel:4, 晶化光伏电池
enderio:block_solar_panel:5, 旋律光伏电池
enderio:block_solar_panel:6, 恒星光伏电池
enderio:block_soul_binder, 灵魂绑定器
enderio:block_powered_spawner, 电动刷怪箱
enderio:block_vat, 酿液桶
enderio:block_enhanced_vat, 强化酿液桶
enderio:block_simple_wired_charger, 简易有线充能器
enderio:block_wired_charger, 有线充能器
enderio:block_enhanced_wired_charger, 强化有线充能器
enderio:block_wireless_charger, 无线充能器
enderio:block_normal_wireless_charger, 无线充能天线
enderio:block_enhanced_wireless_charger, 强化无线充能天线
enderio:block_wireless_charger_extension, 无线充能天线放大器
enderio:block_tank:0, 流体储罐
enderio:block_tank:1, 高压流体储罐
enderio:block_transceiver, 空间传送器
enderio:block_vacuum_chest, 虚空箱子
enderio:block_xp_vacuum, 虚空经验箱
enderio:block_niard, The Niard
enderio:block_travel_anchor, 旅行锚
enderio:block_tele_pad, 传送台
enderio:block_dialing_device, 坐标记录仪
enderio:block_impulse_hopper, 推力漏斗
enderio:block_simple_crafter, 简易合成器
enderio:block_crafter, 合成器
enderio:block_creative_spawner, 创造模式刷怪箱
enderio:block_cap_bank:0, 创造模式电容库
enderio:block_cap_bank:1, 基础电容库
enderio:block_cap_bank:1, 基础电容库
enderio:block_cap_bank:2, 电容库
enderio:block_cap_bank:2, 电容库
enderio:block_cap_bank:3, 脉冲电容库
enderio:block_cap_bank:3, 脉冲电容库
enderio:block_gauge, 能量存量计
enderio:block_power_monitor, 能量监控器
enderio:block_advanced_power_monitor, 图形化能量监控器
enderio:item_gas_conduit:0, 气体导管
enderio:item_gas_conduit:1, 高压气体导管
enderio:item_gas_conduit:2, 末影气体导管
gasconduits:item_gas_filter:0, 气体过滤器
enderio:item_capacitor_grainy, 基岩粉电容
enderio:item_capacitor_crystalline, 晶化电容
enderio:item_capacitor_melodic, 旋律电容
enderio:item_capacitor_stellar, 恒星电容
enderio:item_capacitor_totemic, 不死图腾电容
enderio:item_endergy_conduit:0, 粗钢能量导管
enderio:item_endergy_conduit:1, 铁能量导管
enderio:item_endergy_conduit:2, 铝能量导管
enderio:item_endergy_conduit:3, 金能量导管
enderio:item_endergy_conduit:4, 铜能量导管
enderio:item_endergy_conduit:5, 银能量导管
enderio:item_endergy_conduit:6, 琥珀金能量导管
enderio:item_endergy_conduit:7, 充能银能量导管
enderio:item_endergy_conduit:8, 晶化合金能量导管
enderio:item_endergy_conduit:9, 晶化粉红史莱姆能量导管
enderio:item_endergy_conduit:10, 旋律合金能量导管
enderio:item_endergy_conduit:11, 恒星合金能量导管
enderio:item_capacitor_silver, 银制电容
enderio:item_capacitor_energetic_silver, 充能银电容
enderio:item_capacitor_vivid, 生动合金电容
enderio:item_stellar_alloy_sword, 终结之剑 IV 型
enderio:item_stellar_alloy_pickaxe, 恒星镐
enderio:item_stellar_alloy_axe, 恒星斧
enderio:item_stellar_alloy_helmet, 恒星头盔
enderio:item_stellar_alloy_boots, 恒星靴子
enderio:item_stellar_alloy_chestplate, 恒星胸甲
enderio:item_stellar_alloy_leggings, 恒星护腿
twilightforest:naga_scale, 娜迦鳞片
twilightforest:naga_chestplate, 娜迦胸甲
twilightforest:naga_leggings, 娜迦护腿
twilightforest:twilight_scepter, 黄昏权杖
twilightforest:lifedrain_scepter, 吸血权杖
twilightforest:zombie_scepter, 僵尸权杖
twilightforest:shield_scepter, 护盾权杖
twilightforest:ore_meter, 矿石感应仪【未实现】
twilightforest:magic_map:0, 魔法地图
twilightforest:maze_map:0, 迷宫地图
twilightforest:ore_map:0, 迷宫 / 矿石地图
twilightforest:raven_feather, 乌鸦羽毛
twilightforest:magic_map_focus, 魔法地图核心
twilightforest:maze_map_focus, 迷宫地图核心
twilightforest:liveroot, 活根
twilightforest:ironwood_raw, 生铁树原料
twilightforest:ironwood_ingot, 铁树锭
twilightforest:ironwood_helmet, 铁树头盔
twilightforest:ironwood_chestplate, 铁树胸甲
twilightforest:ironwood_leggings, 铁树护腿
twilightforest:ironwood_boots, 铁树靴
twilightforest:ironwood_sword, 铁树剑
twilightforest:ironwood_shovel, 铁树铲
twilightforest:ironwood_pickaxe, 铁树镐
twilightforest:ironwood_axe, 铁树斧
twilightforest:ironwood_hoe, 铁树锄
twilightforest:torchberries, 火炬浆果
twilightforest:raw_venison, 生鹿肉
twilightforest:cooked_venison, 鹿肉排
twilightforest:hydra_chop, 九头蛇肉排
twilightforest:fiery_blood, 炽热的血液
twilightforest:fiery_tears, 炽热之泪
twilightforest:trophy:0, 娜迦战利品
twilightforest:trophy:1, 巫妖战利品
twilightforest:trophy:2, 九头蛇战利品
twilightforest:trophy:3, 暮色恶魂战利品
twilightforest:trophy:4, 幻影骑士战利品
twilightforest:trophy:5, 冰雪女王战利品
twilightforest:trophy:6, 米诺菇战利品
twilightforest:trophy:8, 谜题羊战利品
twilightforest:fiery_ingot, 炽铁锭
twilightforest:fiery_helmet, 炽铁头盔
twilightforest:fiery_chestplate, 炽铁胸甲
twilightforest:fiery_leggings, 炽铁护腿
twilightforest:fiery_boots, 炽铁靴子
twilightforest:fiery_sword, 炽铁剑
twilightforest:fiery_pickaxe, 炽铁镐
twilightforest:steeleaf_ingot, 钢叶
twilightforest:steeleaf_helmet, 钢叶头盔
twilightforest:steeleaf_chestplate, 钢叶胸甲
twilightforest:steeleaf_leggings, 钢叶护腿
twilightforest:steeleaf_boots, 钢叶靴
twilightforest:steeleaf_sword, 钢叶剑
twilightforest:steeleaf_shovel, 钢叶铲
twilightforest:steeleaf_pickaxe, 钢叶镐
twilightforest:steeleaf_axe, 钢叶斧
twilightforest:steeleaf_hoe, 钢叶锄
twilightforest:minotaur_axe_gold, 金米诺陶战斧
twilightforest:minotaur_axe, 钻石米诺陶战斧
twilightforest:mazebreaker_pickaxe, 迷宫破坏者
twilightforest:transformation_powder, 转换粉
twilightforest:raw_meef, 生牛头人肉
twilightforest:cooked_meef, 牛头人肉排
twilightforest:meef_stroganoff, 牛头人沙拉酱肉
twilightforest:maze_wafer, 迷宫薄饼
twilightforest:magic_map_empty, 空白魔法地图
twilightforest:maze_map_empty, 空白迷宫地图
twilightforest:ore_map_empty, 空白迷宫 / 矿石地图
twilightforest:ore_magnet, 矿石磁铁
twilightforest:crumble_horn, 瓦解之号角
twilightforest:peacock_fan, 孔雀羽毛扇
twilightforest:moonworm_queen, 月光蠕虫女王
twilightforest:charm_of_life_1, 生命符咒 I
twilightforest:charm_of_life_2, 生命符咒 II
twilightforest:charm_of_keeping_1, 保管符咒 I
twilightforest:charm_of_keeping_2, 保管符咒 II
twilightforest:charm_of_keeping_3, 保管符咒 III
twilightforest:tower_key, 塔钥匙
twilightforest:borer_essence, 三化螟精华
twilightforest:carminite, 砷铅铁矿石
twilightforest:experiment_115, 试验物品 115
twilightforest:armor_shard, 装甲碎片
twilightforest:knightmetal_ingot, 骑士金属锭
twilightforest:armor_shard_cluster, 装甲碎片堆
twilightforest:knightmetal_helmet, 骑士头盔
twilightforest:knightmetal_chestplate, 骑士胸甲
twilightforest:knightmetal_leggings, 骑士护腿
twilightforest:knightmetal_boots, 骑士靴
twilightforest:knightmetal_sword, 骑士剑
twilightforest:knightmetal_pickaxe, 骑士镐
twilightforest:knightmetal_axe, 骑士斧
twilightforest:knightmetal_shield, 骑士盾
twilightforest:phantom_helmet, 幻影头盔
twilightforest:phantom_chestplate, 幻影胸甲
